CourseName,Syllabus,Version,Duration,Weeks,Department,Level,Credits,CreatedDate,UpdatedDate,Instructor,InstructorEmail,Category,Language,Mode,Price,Discount,SeatsAvailable,EnrolledCount,Rating,ReviewCount,Country,State,City,Course ID
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,24 weeks,24,CE,Beginner,2,11-12-2023,25-10-2024,Philip Baxter,robertsmith@chavez.info,Technology,Tamil,Online,386.58,44.22,98,16,3.4,128,India,Karnataka,Mangalore,CD05-FS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,24 weeks,24,ECE,Advanced,7,03-07-2024,12-04-2025,Misty Miller,yrodriguez@gmail.com,Programming,English,Offline,348.95,40.13,38,59,4.5,173,India,Tamil Nadu,Trichy,CD04-DA
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,24 weeks,24,ME,Beginner,5,04-07-2024,19-12-2024,Jaime Garcia,tim76@hopkins.com,Technology,English,Online,225.01,26.9,64,51,1.2,135,India,Andhra Pradesh,Nellore,CD01-DS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,16 weeks,16,CS,Advanced,6,05-03-2023,01-01-2025,Elizabeth Mitchell,robert36@martinez.biz,Computer Science,Tamil,Offline,593.26,10.49,66,95,3.5,213,India,Kerala,Thiruvananthapuram,CD07-DO
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",2,13 weeks,13,EEE,Beginner,4,22-03-2023,15-07-2025,Amy Bradley,victoria09@smith.com,Engineering,English,Offline,337.15,13.44,56,1,3.9,130,India,Karnataka,Hubli,CD04-DA
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,22 weeks,22,CS,Advanced,10,05-03-2024,05-01-2025,Patricia Martin,jermaine93@curtis-perry.com,Technology,Tamil,Hybrid,850.56,35.38,46,52,3.9,283,India,Karnataka,Hubli,CD07-DO
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,20 weeks,20,ME,Intermediate,6,24-11-2022,12-01-2025,Christina Becker,hamptonjoseph@gmail.com,Programming,Tamil,Hybrid,862.8,4.39,66,35,2.5,340,India,Tamil Nadu,Trichy,CD09-AT
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",5,23 weeks,23,ECE,Intermediate,6,15-09-2023,20-01-2025,Betty Aguirre,lyonssteven@yahoo.com,Computer Science,English,Online,176.4,2.92,72,65,1.7,442,India,Tamil Nadu,Madurai,CD07-DO
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,16 weeks,16,IT,Beginner,8,18-12-2022,17-08-2024,Douglas Diaz,teresalopez@brown.org,Technology,English,Online,870.23,8.5,45,53,1.7,99,India,Andhra Pradesh,Vijayawada,CD09-AT
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",4,18 weeks,18,ECE,Advanced,2,23-07-2023,27-08-2024,Jason Cortez,jessica88@garza-hunter.info,Engineering,Tamil,Hybrid,939.84,3.04,62,54,1.9,29,India,Tamil Nadu,Madurai,CD03-ML
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,16 weeks,16,IT,Beginner,5,02-03-2023,26-10-2024,Joseph Lee,mccarthyjacob@johnson.com,Engineering,English,Offline,483.78,9.87,21,0,4.7,82,India,Andhra Pradesh,Vijayawada,CD09-AT
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,17 weeks,17,CE,Beginner,2,12-03-2024,13-07-2025,Jeffrey Ross,robertselizabeth@yahoo.com,Technology,English,Hybrid,826.94,37.29,85,93,1,365,India,Karnataka,Mysore,CD03-ML
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,18 weeks,18,CE,Beginner,3,28-11-2022,25-09-2024,Jenny Henderson,douglas36@herrera-bowman.info,Technology,English,Online,780.58,40.26,40,3,1.2,192,India,Tamil Nadu,Trichy,CD04-DA
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,16 weeks,16,IT,Beginner,10,30-04-2024,26-11-2024,Katie Copeland,hernandezmichael@delacruz-french.com,Computer Science,Tamil,Offline,781.52,25.57,86,64,1.4,278,India,Karnataka,Mangalore,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,18 weeks,18,ME,Advanced,8,10-08-2022,09-10-2024,Heather Patel,victoria29@gmail.com,Technology,Tamil,Online,335.88,42.12,20,89,3.1,16,India,Kerala,Kozhikode,CD05-FS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",4,24 weeks,24,ME,Intermediate,1,03-12-2023,03-07-2025,Patrick Cook MD,angelahardy@keller.info,Technology,Tamil,Hybrid,357.73,14.72,36,33,3.6,298,India,Andhra Pradesh,Nellore,CD04-DA
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,19 weeks,19,IT,Intermediate,8,24-11-2023,03-11-2024,David Vincent,kelleyheather@french-flores.com,Engineering,Tamil,Offline,528.78,32.82,83,80,1,373,India,Kerala,Thrissur,CD09-AT
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,13 weeks,13,ECE,Intermediate,7,05-11-2022,15-08-2024,Lauren Hooper,christopherhendricks@walker.com,Programming,Tamil,Online,536.74,28.18,81,59,1.7,485,India,Karnataka,Bangalore,CD03-ML
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",2,19 weeks,19,ME,Intermediate,5,21-08-2022,09-09-2024,Allison Bartlett DVM,robertsangela@barnett-martinez.info,Technology,English,Offline,855.28,1.03,67,100,5,0,India,Andhra Pradesh,Guntur,CD04-DA
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,23 weeks,23,ECE,Advanced,2,31-12-2023,20-11-2024,Kimberly Shelton,vlopez@yahoo.com,Programming,Tamil,Online,177.53,9.9,91,7,5,61,India,Tamil Nadu,Chennai,CD03-ML
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,20 weeks,20,ECE,Intermediate,1,13-08-2022,18-09-2024,Kristina Warren,tharper@hotmail.com,Computer Science,English,Hybrid,225.59,5.08,22,18,3.1,452,India,Andhra Pradesh,Kurnool,CD03-ML
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",2,16 weeks,16,IT,Advanced,1,10-04-2023,11-01-2025,David Hudson,lacey00@gmail.com,Computer Science,English,Offline,706.38,20.63,78,46,3.7,390,India,Karnataka,Belgaum,CD05-FS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",4,17 weeks,17,CS,Advanced,8,26-04-2023,05-06-2025,April Gonzalez,robertorodriguez@hotmail.com,Technology,English,Online,274.3,28.74,60,74,2.1,473,India,Kerala,Thrissur,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",2,24 weeks,24,ME,Beginner,2,10-08-2023,09-09-2024,Caitlin Jones,stevengraham@gmail.com,Technology,Tamil,Hybrid,558.7,31.33,96,31,4,62,India,Tamil Nadu,Chennai,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,21 weeks,21,EEE,Intermediate,1,27-10-2022,17-06-2025,Allison Brown,taylornathan@ball.com,Programming,English,Offline,674.63,0.86,73,96,2,36,India,Karnataka,Bangalore,CD08-CS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",2,13 weeks,13,CS,Beginner,2,07-05-2023,19-12-2024,Joseph Smith,nday@hotmail.com,Technology,Tamil,Online,902.8,39.08,20,14,2.5,353,India,Tamil Nadu,Madurai,CD03-ML
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",1,20 weeks,20,CE,Beginner,2,26-03-2023,29-06-2025,Scott Gray,robertmaldonado@wilson-scott.com,Computer Science,Tamil,Offline,688.33,47.41,45,47,2,5,India,Tamil Nadu,Coimbatore,CD01-DS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,24 weeks,24,ECE,Beginner,4,12-10-2023,16-05-2025,Patrick Robinson MD,margaretscott@yahoo.com,Technology,English,Online,196.29,11.11,81,47,4.7,420,India,Karnataka,Mangalore,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,22 weeks,22,CS,Beginner,8,14-03-2024,25-01-2025,Michael Shelton,bauermarcus@gmail.com,Computer Science,Tamil,Offline,935.91,5.09,62,15,3.8,302,India,Karnataka,Hubli,CD08-CS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",5,16 weeks,16,CS,Advanced,6,28-07-2023,24-04-2025,Karen Callahan,meghanwilson@yahoo.com,Technology,Tamil,Offline,135.67,6.95,35,35,4,39,India,Karnataka,Hubli,CD02-AI
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",1,21 weeks,21,CE,Advanced,10,15-12-2022,03-12-2024,Ricardo Wheeler,scottgonzalez@brady-butler.com,Programming,English,Offline,555.42,6.93,50,27,2.8,345,India,Karnataka,Mangalore,CD03-ML
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",5,18 weeks,18,CE,Beginner,5,06-01-2024,31-08-2024,Ryan Wallace PhD,igibson@hartman.com,Programming,Tamil,Offline,843.73,22.2,62,33,3.4,482,India,Karnataka,Hubli,CD06-CC
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",5,24 weeks,24,CS,Intermediate,10,01-09-2022,27-08-2024,Peter Chavez,dtaylor@wilson.com,Computer Science,English,Hybrid,559.99,49.18,59,2,3.4,451,India,Andhra Pradesh,Kurnool,CD09-AT
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,21 weeks,21,EEE,Beginner,2,24-02-2024,23-03-2025,Michael Fischer,irose@schmidt.biz,Engineering,English,Hybrid,928.92,48.94,61,96,1.6,438,India,Andhra Pradesh,Visakhapatnam,CD07-DO
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,21 weeks,21,ECE,Beginner,6,18-12-2023,02-11-2024,Anita Mcguire,zliu@gmail.com,Computer Science,English,Offline,121.47,39.73,89,2,1.3,466,India,Andhra Pradesh,Guntur,CD08-CS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,17 weeks,17,IT,Intermediate,4,25-12-2023,11-07-2025,Charles Bruce,daniel25@brown-rowe.com,Engineering,Tamil,Online,582.67,26.04,81,36,3.5,399,India,Tamil Nadu,Salem,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,15 weeks,15,ECE,Beginner,3,17-09-2023,05-02-2025,Thomas Ramsey,wyattray@yahoo.com,Engineering,Tamil,Offline,399.62,31.48,95,10,4.1,45,India,Andhra Pradesh,Kurnool,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,20 weeks,20,CS,Advanced,5,05-11-2022,10-09-2024,Larry Fernandez,carolynporter@baldwin-bentley.com,Technology,Tamil,Hybrid,706.39,0.06,49,4,2.3,148,India,Tamil Nadu,Coimbatore,CD08-CS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,15 weeks,15,EEE,Beginner,7,11-03-2023,11-03-2025,Amanda Wells,mlopez@yahoo.com,Programming,Tamil,Offline,700.78,25.84,52,1,4.6,179,India,Kerala,Thiruvananthapuram,CD08-CS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",2,24 weeks,24,CE,Beginner,1,30-06-2023,10-12-2024,Michael Williams,gary56@hotmail.com,Engineering,Tamil,Hybrid,624.67,1.24,35,69,2.8,270,India,Karnataka,Belgaum,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",2,18 weeks,18,EEE,Advanced,5,21-08-2022,10-03-2025,Michael Dunn,david53@franklin.net,Engineering,English,Hybrid,337.79,12.42,84,53,1.2,357,India,Kerala,Kozhikode,CD05-FS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",2,18 weeks,18,CS,Advanced,6,22-08-2022,04-10-2024,Dana Kim,angelacastaneda@kim.net,Engineering,Tamil,Offline,486.77,30.53,47,81,1.5,162,India,Kerala,Thiruvananthapuram,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,20 weeks,20,CS,Intermediate,5,04-09-2023,01-02-2025,Krista Salinas,rjacobs@yahoo.com,Computer Science,Tamil,Hybrid,770.67,39.46,89,46,1.2,251,India,Kerala,Alappuzha,CD05-FS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,23 weeks,23,IT,Intermediate,6,25-10-2022,28-12-2024,Brian Campbell,jamesmathis@yahoo.com,Technology,Tamil,Online,316.79,22.88,58,9,4.8,248,India,Tamil Nadu,Chennai,CD07-DO
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",1,24 weeks,24,ME,Intermediate,5,04-04-2023,25-12-2024,Melissa Huber,daniel20@mora.com,Programming,Tamil,Online,658.98,23.35,44,47,4.1,485,India,Kerala,Alappuzha,CD02-AI
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",4,18 weeks,18,ME,Advanced,6,22-07-2023,02-11-2024,Andrew Washington,xgomez@gmail.com,Technology,Tamil,Hybrid,299.37,19.1,83,78,4.8,291,India,Tamil Nadu,Coimbatore,CD02-AI
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,15 weeks,15,IT,Advanced,7,01-05-2023,03-06-2025,Jessica Barber,vphillips@yahoo.com,Technology,Tamil,Offline,955.03,15.77,57,47,3.5,215,India,Karnataka,Belgaum,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,16 weeks,16,CS,Beginner,8,26-09-2023,03-07-2025,Sean Fernandez,rhonda93@pierce.com,Programming,English,Hybrid,194.45,36.92,56,81,2,237,India,Tamil Nadu,Salem,CD08-CS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",4,12 weeks,12,CE,Advanced,8,27-06-2024,21-04-2025,John Martinez,michael33@yahoo.com,Engineering,Tamil,Online,255.84,5.04,52,14,1,337,India,Kerala,Thiruvananthapuram,CD04-DA
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,20 weeks,20,IT,Advanced,5,25-01-2024,16-03-2025,David Myers,leachrebecca@hotmail.com,Programming,English,Online,893.72,11.62,21,20,2.4,256,India,Karnataka,Bangalore,CD08-CS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,12 weeks,12,ME,Beginner,7,01-11-2023,31-12-2024,Pamela Johnson,taylorantonio@cox.com,Technology,English,Offline,526.09,4.39,67,42,2.4,168,India,Karnataka,Bangalore,CD08-CS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,20 weeks,20,CS,Beginner,9,14-02-2024,18-10-2024,Kimberly Carter,jeffreywade@bridges.com,Computer Science,Tamil,Online,338.44,6.76,70,98,1.1,21,India,Andhra Pradesh,Kurnool,CD01-DS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,16 weeks,16,ECE,Intermediate,10,28-06-2024,08-07-2025,Tony Richards,wguzman@gmail.com,Technology,English,Offline,572.17,33.2,66,81,2.8,397,India,Karnataka,Mysore,CD01-DS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",1,12 weeks,12,IT,Intermediate,9,22-05-2023,05-12-2024,Carrie Mercado,markbrown@rodriguez.com,Programming,English,Hybrid,408.82,18.48,93,81,3.5,263,India,Tamil Nadu,Salem,CD03-ML
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,15 weeks,15,ME,Advanced,5,21-04-2024,21-12-2024,Evelyn Terrell,daydaniel@schneider-miller.com,Computer Science,Tamil,Online,293.79,41.14,48,6,4.6,339,India,Karnataka,Mysore,CD06-CC
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,21 weeks,21,IT,Beginner,8,21-11-2023,08-08-2024,Stefanie Thomas,jwalsh@hotmail.com,Technology,English,Online,629.72,48.89,87,16,1.8,26,India,Tamil Nadu,Chennai,CD08-CS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,23 weeks,23,CS,Intermediate,9,07-02-2024,05-09-2024,Sara Cole,srobinson@wells-soto.com,Technology,Tamil,Hybrid,972.46,32.52,54,87,4.6,485,India,Kerala,Alappuzha,CD07-DO
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",1,13 weeks,13,CS,Intermediate,6,01-06-2023,04-06-2025,Timothy Davis,donovanemma@hotmail.com,Programming,Tamil,Online,996.68,25.26,81,77,4.2,267,India,Andhra Pradesh,Vijayawada,CD07-DO
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",4,17 weeks,17,EEE,Beginner,10,09-01-2024,27-06-2025,Christopher Hodges,whiteamber@yahoo.com,Technology,English,Hybrid,781.73,8.43,26,19,1.6,153,India,Karnataka,Mangalore,CD04-DA
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,16 weeks,16,EEE,Advanced,3,15-01-2024,08-10-2024,Megan Wolfe,rayangela@gmail.com,Engineering,Tamil,Online,251.98,3.72,78,51,2.6,178,India,Karnataka,Mysore,CD08-CS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,19 weeks,19,IT,Beginner,6,16-02-2023,04-07-2025,Bryan Willis,lhiggins@gmail.com,Engineering,English,Hybrid,744.3,7.82,76,85,4.7,499,India,Kerala,Kozhikode,CD08-CS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,12 weeks,12,CE,Beginner,7,06-11-2022,30-09-2024,Amanda Cline,josecox@gmail.com,Technology,Tamil,Offline,628.87,1.8,34,97,3.6,164,India,Karnataka,Hubli,CD01-DS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",4,15 weeks,15,ECE,Intermediate,9,02-12-2023,12-06-2025,Amanda Alvarez,smejia@leonard.com,Engineering,English,Hybrid,612.46,32.44,39,82,3.2,195,India,Andhra Pradesh,Guntur,CD02-AI
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",3,20 weeks,20,IT,Beginner,2,22-02-2023,11-08-2024,Antonio Hubbard,nicholaswilliams@huffman.com,Engineering,English,Online,673.16,14.46,45,28,1.2,498,India,Andhra Pradesh,Vijayawada,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",2,21 weeks,21,EEE,Beginner,4,14-12-2023,10-11-2024,Teresa Johnston,kyle02@huerta.com,Engineering,Tamil,Hybrid,493.21,21.32,69,64,4,200,India,Tamil Nadu,Coimbatore,CD05-FS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",4,16 weeks,16,ECE,Advanced,7,01-02-2024,05-04-2025,Jenna Martinez,pmcbride@drake.com,Engineering,English,Online,149.3,11.18,61,82,4,379,India,Kerala,Kochi,CD02-AI
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",5,24 weeks,24,IT,Intermediate,8,14-06-2024,25-07-2025,Billy Williams,vincentunderwood@gmail.com,Computer Science,Tamil,Offline,356.15,49.23,69,92,5,199,India,Kerala,Kochi,CD02-AI
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",4,21 weeks,21,ME,Beginner,8,22-08-2022,06-01-2025,Matthew Hunter,benjamin47@garcia.com,Engineering,Tamil,Hybrid,735.22,18.23,80,93,4.5,101,India,Kerala,Kozhikode,CD09-AT
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,21 weeks,21,EEE,Intermediate,2,05-03-2024,27-06-2025,Brandon Cabrera,claytonelizabeth@yahoo.com,Computer Science,English,Online,238.37,35.08,50,1,3.2,77,India,Karnataka,Belgaum,CD08-CS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",3,21 weeks,21,EEE,Beginner,2,21-06-2024,02-09-2024,Anne Hebert,stephen45@yahoo.com,Engineering,English,Online,881.96,6.48,41,41,3.2,336,India,Andhra Pradesh,Visakhapatnam,CD04-DA
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,22 weeks,22,IT,Beginner,3,18-05-2023,26-10-2024,Kristin Richardson,vincent49@brooks.com,Engineering,English,Online,322.31,19.46,20,32,1.2,389,India,Karnataka,Mangalore,CD04-DA
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",1,24 weeks,24,IT,Intermediate,1,14-11-2022,18-11-2024,Mercedes Fox,maynardjason@hotmail.com,Technology,English,Online,666.05,26.23,27,48,4.1,250,India,Karnataka,Hubli,CD02-AI
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,16 weeks,16,ECE,Intermediate,2,12-12-2022,30-05-2025,Keith Richards,victoriamayer@ingram-haney.com,Programming,English,Offline,535.71,0.84,58,93,3.4,6,India,Tamil Nadu,Chennai,CD07-DO
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,14 weeks,14,CS,Beginner,3,12-01-2024,27-06-2025,Evelyn Larson,jeffrey95@baker.com,Computer Science,English,Online,687.95,5.96,59,58,4.1,84,India,Kerala,Thiruvananthapuram,CD01-DS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",1,18 weeks,18,IT,Beginner,9,14-10-2022,20-02-2025,Richard Sanford,oholt@barrett.biz,Technology,English,Hybrid,668.59,28.63,95,34,1.5,262,India,Kerala,Kozhikode,CD07-DO
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,12 weeks,12,ECE,Intermediate,1,31-10-2023,12-08-2024,Heather Reynolds,johnsondonna@taylor.info,Technology,English,Online,266.62,9.92,35,63,1.1,471,India,Andhra Pradesh,Guntur,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,16 weeks,16,ECE,Intermediate,9,18-05-2023,11-04-2025,Mary Hines,johnward@gmail.com,Programming,Tamil,Offline,925.19,44.32,43,64,3.7,12,India,Andhra Pradesh,Guntur,CD08-CS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,14 weeks,14,ME,Intermediate,10,07-01-2024,06-10-2024,Elizabeth Morgan,caldwellbrenda@hotmail.com,Computer Science,English,Offline,563.48,44.73,85,67,4.8,103,India,Karnataka,Mysore,CD07-DO
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,12 weeks,12,ECE,Advanced,7,04-03-2024,27-12-2024,Preston Adams,slevine@lee.com,Technology,Tamil,Hybrid,223.92,12.86,97,17,1.4,48,India,Karnataka,Bangalore,CD04-DA
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",5,22 weeks,22,EEE,Beginner,9,02-11-2022,21-05-2025,Matthew Pope,toddedwards@patterson.com,Technology,English,Offline,352.45,43.39,54,97,2,480,India,Kerala,Thiruvananthapuram,CD02-AI
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",1,19 weeks,19,CS,Advanced,9,18-10-2022,31-12-2024,Brandon Brown,nelsonanthony@oliver.com,Computer Science,English,Online,155.66,16.98,61,8,3.3,191,India,Andhra Pradesh,Vijayawada,CD03-ML
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,16 weeks,16,IT,Advanced,3,06-01-2024,13-05-2025,Sara Wheeler,jeffreyhudson@ramirez.com,Programming,English,Online,456.37,26.24,29,92,1,197,India,Andhra Pradesh,Nellore,CD05-FS
